* Measurement data measured by REW V5.19
* Source: ?ó??? (Realtek High Definition Audio, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  With no timing reference
* Dated: 2019-7-30 12:56:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: 七月 30 12:56:35
* Smoothing: 1/6 octave
* Frequency Step: 0.36621654 Hz
* Start Frequency: 1.8310547 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
9699.611, 47.899, -32.671
9699.978, 47.896, -32.657
9700.344, 47.893, -32.643
9700.710, 47.890, -32.629
9701.076, 47.887, -32.615
9701.442, 47.884, -32.601
9701.809, 47.880, -32.587
9702.175, 47.877, -32.574
9702.541, 47.874, -32.560
9702.907, 47.871, -32.546
9703.273, 47.868, -32.532
9703.640, 47.865, -32.518
9704.006, 47.862, -32.504
9704.372, 47.859, -32.490
9704.738, 47.856, -32.476
9705.104, 47.853, -32.463
9705.471, 47.850, -32.449
9705.837, 47.847, -32.435
9706.203, 47.843, -32.421
9706.569, 47.840, -32.407
9706.936, 47.837, -32.393
9707.302, 47.834, -32.379
9707.668, 47.831, -32.365
9708.034, 47.828, -32.351
9708.400, 47.825, -32.337
9708.767, 47.822, -32.323
9709.133, 47.819, -32.309
9709.499, 47.816, -32.295
9709.865, 47.813, -32.281
9710.231, 47.810, -32.267
9710.598, 47.806, -32.253
9710.964, 47.803, -32.239
9711.330, 47.800, -32.225
9711.696, 47.797, -32.211
9712.062, 47.794, -32.197
9712.429, 47.791, -32.183
9712.795, 47.788, -32.169
9713.161, 47.785, -32.155
9713.527, 47.782, -32.141
9713.894, 47.779, -32.127
9714.260, 47.776, -32.113
9714.626, 47.773, -32.099
9714.992, 47.769, -32.085
9715.358, 47.766, -32.071
9715.725, 47.763, -32.057
9716.091, 47.760, -32.043
9716.457, 47.757, -32.029
9716.823, 47.754, -32.015
9717.189, 47.751, -32.001
9717.556, 47.748, -31.987
9717.922, 47.745, -31.973
9718.288, 47.742, -31.959
9718.654, 47.739, -31.944
9719.021, 47.735, -31.930
9719.387, 47.732, -31.916
9719.753, 47.729, -31.902
9720.119, 47.726, -31.888
9720.485, 47.723, -31.874
9720.852, 47.720, -31.860
9721.218, 47.717, -31.846
9721.584, 47.714, -31.832
9721.950, 47.711, -31.818
9722.316, 47.708, -31.803
9722.683, 47.705, -31.789
9723.049, 47.702, -31.775
9723.415, 47.698, -31.761
9723.781, 47.695, -31.747
9724.147, 47.692, -31.733
9724.514, 47.689, -31.718
9724.880, 47.686, -31.704
9725.246, 47.683, -31.690
9725.612, 47.680, -31.676
9725.979, 47.677, -31.662
9726.345, 47.674, -31.647
9726.711, 47.671, -31.633
9727.077, 47.668, -31.619
9727.443, 47.664, -31.605
9727.810, 47.661, -31.591
9728.176, 47.658, -31.577
9728.542, 47.655, -31.562
9728.908, 47.652, -31.548
9729.274, 47.649, -31.534
9729.641, 47.646, -31.520
9730.007, 47.643, -31.505
9730.373, 47.640, -31.491
9730.739, 47.637, -31.477
9731.105, 47.634, -31.463
9731.472, 47.630, -31.448
9731.838, 47.627, -31.434
9732.204, 47.624, -31.420
9732.570, 47.621, -31.406
9732.937, 47.618, -31.391
9733.303, 47.615, -31.377
9733.669, 47.612, -31.363
9734.035, 47.609, -31.348
9734.401, 47.606, -31.334
9734.768, 47.603, -31.320
9735.134, 47.599, -31.305
9735.500, 47.596, -31.291
9735.866, 47.593, -31.277
9736.233, 47.590, -31.262
9736.600, 47.587, -31.248
9736.966, 47.584, -31.234
9737.332, 47.581, -31.219
9737.698, 47.578, -31.205
9738.064, 47.575, -31.191
9738.431, 47.572, -31.176
9738.797, 47.569, -31.162
9739.163, 47.565, -31.148
9739.529, 47.562, -31.133
9739.896, 47.559, -31.119
9740.262, 47.556, -31.105
9740.628, 47.553, -31.090
9740.994, 47.550, -31.076
9741.360, 47.547, -31.061
9741.727, 47.544, -31.047
9742.093, 47.541, -31.033
9742.459, 47.538, -31.018
9742.825, 47.534, -31.004
9743.191, 47.531, -30.989
9743.558, 47.528, -30.975
9743.924, 47.525, -30.961
9744.290, 47.522, -30.946
9744.656, 47.519, -30.932
9745.022, 47.516, -30.917
9745.389, 47.513, -30.903
9745.755, 47.510, -30.889
9746.121, 47.507, -30.874
9746.487, 47.504, -30.860
9746.854, 47.500, -30.845
9747.220, 47.497, -30.831
9747.586, 47.494, -30.816
9747.952, 47.491, -30.802
9748.318, 47.488, -30.787
9748.685, 47.485, -30.773
9749.051, 47.482, -30.758
9749.417, 47.479, -30.744
9749.783, 47.476, -30.729
9750.149, 47.473, -30.715
9750.516, 47.469, -30.700
9750.882, 47.466, -30.686
9751.248, 47.463, -30.671
9751.614, 47.460, -30.657
9751.980, 47.457, -30.642
9752.347, 47.454, -30.628
9752.713, 47.451, -30.613
9753.079, 47.448, -30.599
9753.445, 47.445, -30.584
9753.812, 47.442, -30.570
9754.178, 47.438, -30.555
9754.544, 47.435, -30.540
9754.910, 47.432, -30.526
9755.276, 47.429, -30.511
9755.643, 47.426, -30.497
9756.009, 47.423, -30.482
9756.375, 47.420, -30.468
9756.741, 47.417, -30.453
9757.107, 47.414, -30.438
9757.474, 47.411, -30.424
9757.840, 47.407, -30.409
9758.206, 47.404, -30.395
9758.572, 47.401, -30.380
9758.938, 47.398, -30.365
9759.305, 47.395, -30.351
9759.671, 47.392, -30.336
9760.037, 47.389, -30.322
9760.403, 47.386, -30.307
9760.770, 47.383, -30.292
9761.136, 47.380, -30.278
9761.502, 47.376, -30.263
9761.868, 47.373, -30.248
9762.234, 47.370, -30.234
9762.601, 47.367, -30.219
9762.967, 47.364, -30.204
9763.333, 47.361, -30.190
9763.699, 47.358, -30.175
9764.065, 47.355, -30.161
9764.432, 47.352, -30.146
9764.798, 47.349, -30.131
9765.164, 47.345, -30.116
9765.530, 47.342, -30.102
9765.896, 47.339, -30.087
9766.263, 47.336, -30.072
9766.629, 47.333, -30.058
9766.995, 47.330, -30.043
9767.361, 47.327, -30.028
9767.728, 47.324, -30.014
9768.094, 47.321, -29.999
9768.460, 47.317, -29.984
9768.826, 47.314, -29.969
9769.192, 47.311, -29.955
9769.559, 47.308, -29.940
9769.925, 47.305, -29.925
9770.291, 47.302, -29.910
9770.657, 47.299, -29.896
9771.023, 47.296, -29.881
9771.390, 47.293, -29.866
9771.756, 47.290, -29.851
9772.122, 47.286, -29.837
9772.488, 47.283, -29.822
9772.854, 47.280, -29.807
9773.221, 47.277, -29.792
9773.587, 47.274, -29.777
9773.953, 47.271, -29.763
9774.319, 47.268, -29.748
9774.686, 47.265, -29.733
9775.052, 47.262, -29.718
9775.418, 47.259, -29.703
9775.784, 47.255, -29.689
9776.150, 47.252, -29.674
9776.517, 47.249, -29.659
9776.883, 47.246, -29.644
9777.249, 47.243, -29.629
9777.615, 47.240, -29.615
9777.981, 47.237, -29.600
9778.348, 47.234, -29.585
9778.714, 47.231, -29.570
9779.080, 47.227, -29.555
9779.446, 47.224, -29.540
9779.812, 47.221, -29.525
9780.179, 47.218, -29.510
9780.545, 47.215, -29.496
9780.911, 47.212, -29.481
9781.277, 47.209, -29.466
9781.644, 47.206, -29.451
9782.010, 47.203, -29.436
9782.376, 47.200, -29.421
9782.742, 47.196, -29.406
9783.108, 47.193, -29.391
9783.475, 47.190, -29.377
9783.841, 47.187, -29.362
9784.207, 47.184, -29.347
9784.573, 47.181, -29.332
9784.939, 47.178, -29.317
9785.306, 47.175, -29.302
9785.672, 47.172, -29.287
9786.038, 47.168, -29.272
9786.404, 47.165, -29.257
9786.771, 47.162, -29.242
9787.137, 47.159, -29.227
9787.503, 47.156, -29.212
9787.869, 47.153, -29.197
9788.235, 47.150, -29.182
9788.602, 47.147, -29.167
9788.968, 47.144, -29.152
9789.334, 47.140, -29.138
9789.700, 47.137, -29.123
9790.066, 47.134, -29.108
9790.433, 47.131, -29.093
9790.799, 47.128, -29.078
9791.165, 47.125, -29.063
9791.531, 47.122, -29.048
9791.897, 47.119, -29.033
9792.264, 47.116, -29.018
9792.630, 47.113, -29.003
9792.996, 47.109, -28.988
9793.362, 47.106, -28.973
9793.729, 47.103, -28.958
9794.095, 47.100, -28.943
9794.461, 47.097, -28.927
9794.827, 47.094, -28.912
9795.193, 47.091, -28.897
9795.560, 47.088, -28.882
9795.926, 47.085, -28.867
9796.292, 47.081, -28.852
9796.658, 47.078, -28.837
9797.024, 47.075, -28.822
9797.391, 47.072, -28.807
9797.757, 47.069, -28.792
9798.123, 47.066, -28.777
9798.489, 47.063, -28.762
9798.855, 47.060, -28.747
9799.222, 47.057, -28.732
9799.588, 47.053, -28.717
9799.955, 47.050, -28.701
9800.321, 47.047, -28.686
9800.688, 47.044, -28.671
9801.054, 47.041, -28.656
9801.420, 47.038, -28.641
9801.786, 47.035, -28.626
9802.152, 47.032, -28.611
9802.519, 47.029, -28.596
9802.885, 47.025, -28.581
9803.251, 47.022, -28.565
9803.617, 47.019, -28.550
9803.983, 47.016, -28.535
9804.350, 47.013, -28.520
9804.716, 47.010, -28.505
9805.082, 47.007, -28.490
9805.448, 47.004, -28.475
9805.814, 47.001, -28.459
9806.181, 46.998, -28.444
9806.547, 46.994, -28.429
9806.913, 46.991, -28.414
9807.279, 46.988, -28.399
9807.646, 46.985, -28.384
9808.012, 46.982, -28.368
9808.378, 46.979, -28.353
9808.744, 46.976, -28.338
9809.110, 46.973, -28.323
9809.477, 46.970, -28.308
9809.843, 46.966, -28.292
9810.209, 46.963, -28.277
9810.575, 46.960, -28.262
9810.941, 46.957, -28.247
9811.308, 46.954, -28.232
9811.674, 46.951, -28.216
9812.040, 46.948, -28.201
9812.406, 46.945, -28.186
9812.772, 46.942, -28.171
9813.139, 46.938, -28.155
9813.505, 46.935, -28.140
9813.871, 46.932, -28.125
9814.237, 46.929, -28.110
9814.604, 46.926, -28.094
9814.970, 46.923, -28.079
9815.336, 46.920, -28.064
9815.702, 46.917, -28.049
9816.068, 46.914, -28.033
9816.435, 46.910, -28.018
9816.801, 46.907, -28.003
9817.167, 46.904, -27.988
9817.533, 46.901, -27.972
9817.899, 46.898, -27.957
9818.266, 46.895, -27.942
9818.632, 46.892, -27.926
9818.998, 46.889, -27.911
9819.364, 46.886, -27.896
9819.730, 46.882, -27.880
9820.097, 46.879, -27.865
9820.463, 46.876, -27.850
9820.829, 46.873, -27.835
9821.195, 46.870, -27.819
9821.562, 46.867, -27.804
9821.928, 46.864, -27.789
9822.294, 46.861, -27.773
9822.660, 46.858, -27.758
9823.026, 46.854, -27.743
9823.393, 46.851, -27.727
9823.759, 46.848, -27.712
9824.125, 46.845, -27.696
9824.491, 46.842, -27.681
9824.857, 46.839, -27.666
9825.224, 46.836, -27.650
9825.590, 46.833, -27.635
9825.956, 46.830, -27.620
9826.322, 46.827, -27.604
9826.688, 46.823, -27.589
9827.055, 46.820, -27.573
9827.421, 46.817, -27.558
9827.787, 46.814, -27.543
9828.153, 46.811, -27.527
9828.520, 46.808, -27.512
9828.886, 46.805, -27.496
9829.252, 46.802, -27.481
9829.618, 46.799, -27.466
9829.984, 46.795, -27.450
9830.351, 46.792, -27.435
9830.717, 46.789, -27.419
9831.083, 46.786, -27.404
9831.449, 46.783, -27.389
9831.815, 46.780, -27.373
9832.182, 46.777, -27.358
9832.548, 46.774, -27.342
9832.914, 46.771, -27.327
9833.280, 46.767, -27.311
9833.646, 46.764, -27.296
9834.013, 46.761, -27.280
9834.379, 46.758, -27.265
9834.745, 46.755, -27.249
9835.111, 46.752, -27.234
9835.478, 46.749, -27.219
9835.844, 46.746, -27.203
9836.210, 46.743, -27.188
9836.576, 46.739, -27.172
9836.942, 46.736, -27.157
9837.309, 46.733, -27.141
9837.675, 46.730, -27.126
9838.041, 46.727, -27.110
9838.407, 46.724, -27.095
9838.773, 46.721, -27.079
9839.140, 46.718, -27.064
9839.506, 46.715, -27.048
9839.872, 46.711, -27.032
9840.238, 46.708, -27.017
9840.604, 46.705, -27.001
9840.971, 46.702, -26.986
9841.337, 46.699, -26.970
9841.703, 46.696, -26.955
9842.069, 46.693, -26.939
9842.436, 46.690, -26.924
9842.802, 46.687, -26.908
9843.168, 46.683, -26.893
9843.534, 46.680, -26.877
9843.900, 46.677, -26.862
9844.267, 46.674, -26.846
9844.633, 46.671, -26.830
9844.999, 46.668, -26.815
9845.365, 46.665, -26.799
9845.731, 46.662, -26.784
9846.098, 46.659, -26.768
9846.464, 46.656, -26.753
9846.830, 46.652, -26.737
9847.196, 46.649, -26.721
9847.562, 46.646, -26.706
9847.929, 46.643, -26.690
9848.295, 46.640, -26.675
9848.661, 46.637, -26.659
9849.027, 46.634, -26.643
9849.394, 46.631, -26.628
9849.760, 46.628, -26.612
9850.126, 46.624, -26.596
9850.492, 46.621, -26.581
9850.858, 46.618, -26.565
9851.225, 46.615, -26.550
9851.591, 46.612, -26.534
9851.957, 46.609, -26.518
9852.323, 46.606, -26.503
9852.689, 46.603, -26.487
9853.056, 46.600, -26.471
9853.422, 46.596, -26.456
9853.788, 46.593, -26.440
9854.154, 46.590, -26.424
9854.521, 46.587, -26.409
9854.887, 46.584, -26.393
9855.253, 46.581, -26.377
9855.619, 46.578, -26.362
9855.985, 46.575, -26.346
9856.352, 46.572, -26.330
9856.718, 46.568, -26.315
9857.084, 46.565, -26.299
9857.450, 46.562, -26.283
9857.816, 46.559, -26.268
9858.183, 46.556, -26.252
9858.549, 46.553, -26.236
9858.915, 46.550, -26.221
9859.281, 46.547, -26.205
9859.647, 46.544, -26.189
9860.014, 46.541, -26.173
9860.380, 46.537, -26.158
9860.746, 46.534, -26.142
9861.112, 46.531, -26.126
9861.479, 46.528, -26.110
9861.845, 46.525, -26.095
9862.211, 46.522, -26.079
9862.577, 46.519, -26.063
9862.943, 46.516, -26.047
9863.310, 46.513, -26.032
9863.676, 46.509, -26.016
9864.043, 46.506, -26.000
9864.409, 46.503, -25.984
9864.775, 46.500, -25.969
9865.142, 46.497, -25.953
9865.508, 46.494, -25.937
9865.874, 46.491, -25.921
9866.240, 46.488, -25.906
9866.606, 46.485, -25.890
9866.973, 46.481, -25.874
9867.339, 46.478, -25.858
9867.705, 46.475, -25.842
9868.071, 46.472, -25.827
9868.438, 46.469, -25.811
9868.804, 46.466, -25.795
9869.170, 46.463, -25.779
9869.536, 46.460, -25.763
9869.902, 46.457, -25.748
9870.269, 46.454, -25.732
9870.635, 46.450, -25.716
9871.001, 46.447, -25.700
9871.367, 46.444, -25.684
9871.733, 46.441, -25.669
9872.100, 46.438, -25.653
9872.466, 46.435, -25.637
9872.832, 46.432, -25.621
9873.198, 46.429, -25.605
9873.564, 46.426, -25.589
9873.931, 46.423, -25.573
9874.297, 46.419, -25.558
9874.663, 46.416, -25.542
9875.029, 46.413, -25.526
9875.396, 46.410, -25.510
9875.762, 46.407, -25.494
9876.128, 46.404, -25.478
9876.494, 46.401, -25.463
9876.860, 46.398, -25.447
9877.227, 46.395, -25.431
9877.593, 46.391, -25.415
9877.959, 46.388, -25.399
9878.325, 46.385, -25.383
9878.691, 46.382, -25.367
9879.058, 46.379, -25.351
9879.424, 46.376, -25.335
9879.790, 46.373, -25.320
9880.156, 46.370, -25.304
9880.522, 46.367, -25.288
9880.889, 46.364, -25.272
9881.255, 46.360, -25.256
9881.621, 46.357, -25.240
9881.987, 46.354, -25.224
9882.354, 46.351, -25.208
9882.720, 46.348, -25.192
9883.086, 46.345, -25.176
9883.452, 46.342, -25.160
9883.818, 46.339, -25.144
9884.185, 46.336, -25.128
9884.551, 46.333, -25.113
9884.917, 46.329, -25.097
9885.283, 46.326, -25.081
9885.649, 46.323, -25.065
9886.016, 46.320, -25.049
9886.382, 46.317, -25.033
9886.748, 46.314, -25.017
9887.114, 46.311, -25.001
9887.480, 46.308, -24.985
9887.847, 46.305, -24.969
9888.213, 46.301, -24.953
9888.579, 46.298, -24.937
9888.945, 46.295, -24.921
9889.312, 46.292, -24.905
9889.678, 46.289, -24.889
9890.044, 46.286, -24.873
9890.410, 46.283, -24.857
9890.776, 46.280, -24.841
9891.143, 46.277, -24.825
9891.509, 46.274, -24.809
9891.875, 46.270, -24.793
9892.241, 46.267, -24.777
9892.607, 46.264, -24.761
9892.974, 46.261, -24.745
9893.340, 46.258, -24.729
9893.706, 46.255, -24.713
9894.072, 46.252, -24.697
9894.438, 46.249, -24.681
9894.805, 46.246, -24.665
9895.171, 46.243, -24.649
9895.537, 46.239, -24.633
9895.903, 46.236, -24.617
9896.270, 46.233, -24.601
9896.636, 46.230, -24.585
9897.002, 46.227, -24.569
9897.368, 46.224, -24.552
9897.734, 46.221, -24.536
9898.101, 46.218, -24.520
9898.467, 46.215, -24.504
9898.833, 46.212, -24.488
9899.199, 46.208, -24.472
9899.565, 46.205, -24.456
9899.932, 46.202, -24.440
9900.298, 46.199, -24.424
9900.664, 46.196, -24.408
9901.030, 46.193, -24.392
9901.396, 46.190, -24.376
9901.763, 46.187, -24.360
9902.129, 46.184, -24.344
9902.495, 46.181, -24.327
9902.861, 46.178, -24.311
9903.228, 46.174, -24.295
9903.594, 46.171, -24.279
9903.960, 46.168, -24.263
9904.326, 46.165, -24.247
9904.692, 46.162, -24.231
9905.059, 46.159, -24.215
9905.425, 46.156, -24.199
9905.791, 46.153, -24.182
9906.157, 46.150, -24.166
9906.523, 46.147, -24.150
9906.890, 46.143, -24.134
9907.256, 46.140, -24.118
9907.622, 46.137, -24.102
9907.988, 46.134, -24.086
9908.354, 46.131, -24.069
9908.721, 46.128, -24.053
9909.087, 46.125, -24.037
9909.453, 46.122, -24.021
9909.819, 46.119, -24.005
9910.186, 46.116, -23.989
9910.552, 46.113, -23.973
9910.918, 46.109, -23.956
9911.284, 46.106, -23.940
9911.650, 46.103, -23.924
9912.017, 46.100, -23.908
9912.383, 46.097, -23.892
9912.749, 46.094, -23.875
9913.115, 46.091, -23.859
9913.481, 46.088, -23.843
9913.848, 46.085, -23.827
9914.214, 46.082, -23.811
9914.580, 46.078, -23.795
9914.946, 46.075, -23.778
9915.312, 46.072, -23.762
9915.679, 46.069, -23.746
9916.045, 46.066, -23.730
9916.411, 46.063, -23.714
9916.777, 46.060, -23.697
9917.144, 46.057, -23.681
9917.510, 46.054, -23.665
9917.876, 46.051, -23.649
9918.242, 46.048, -23.632
9918.608, 46.044, -23.616
9918.975, 46.041, -23.600
9919.341, 46.038, -23.584
9919.707, 46.035, -23.568
9920.073, 46.032, -23.551
9920.439, 46.029, -23.535
9920.806, 46.026, -23.519
9921.172, 46.023, -23.503
9921.538, 46.020, -23.486
9921.904, 46.017, -23.470
9922.271, 46.014, -23.454
9922.637, 46.010, -23.438
9923.003, 46.007, -23.421
9923.369, 46.004, -23.405
9923.735, 46.001, -23.389
9924.102, 45.998, -23.372
9924.468, 45.995, -23.356
9924.834, 45.992, -23.340
9925.200, 45.989, -23.324
9925.566, 45.986, -23.307
9925.933, 45.983, -23.291
9926.299, 45.980, -23.275
9926.665, 45.977, -23.259
9927.031, 45.973, -23.242
9927.397, 45.970, -23.226
9927.765, 45.967, -23.210
9928.131, 45.964, -23.193
9928.497, 45.961, -23.177
9928.863, 45.958, -23.161
9929.229, 45.955, -23.144
9929.596, 45.952, -23.128
9929.962, 45.949, -23.112
9930.328, 45.946, -23.095
9930.694, 45.943, -23.079
9931.061, 45.939, -23.063
9931.427, 45.936, -23.046
9931.793, 45.933, -23.030
9932.159, 45.930, -23.014
9932.525, 45.927, -22.997
9932.892, 45.924, -22.981
9933.258, 45.921, -22.965
9933.624, 45.918, -22.948
9933.990, 45.915, -22.932
9934.356, 45.912, -22.916
9934.723, 45.909, -22.899
9935.089, 45.906, -22.883
9935.455, 45.902, -22.867
9935.821, 45.899, -22.850
9936.188, 45.896, -22.834
9936.554, 45.893, -22.818
9936.920, 45.890, -22.801
9937.286, 45.887, -22.785
9937.652, 45.884, -22.769
9938.019, 45.881, -22.752
9938.385, 45.878, -22.736
9938.751, 45.875, -22.719
9939.117, 45.872, -22.703
9939.483, 45.869, -22.687
9939.850, 45.865, -22.670
9940.216, 45.862, -22.654
9940.582, 45.859, -22.638
9940.948, 45.856, -22.621
9941.314, 45.853, -22.605
9941.681, 45.850, -22.588
9942.047, 45.847, -22.572
9942.413, 45.844, -22.556
9942.779, 45.841, -22.539
9943.146, 45.838, -22.523
9943.512, 45.835, -22.506
9943.878, 45.832, -22.490
9944.244, 45.828, -22.473
9944.610, 45.825, -22.457
9944.977, 45.822, -22.441
9945.343, 45.819, -22.424
9945.709, 45.816, -22.408
9946.075, 45.813, -22.391
9946.441, 45.810, -22.375
9946.808, 45.807, -22.358
9947.174, 45.804, -22.342
9947.540, 45.801, -22.326
9947.906, 45.798, -22.309
9948.272, 45.795, -22.293
9948.639, 45.792, -22.276
9949.005, 45.788, -22.260
9949.371, 45.785, -22.243
9949.737, 45.782, -22.227
9950.104, 45.779, -22.210
9950.470, 45.776, -22.194
9950.836, 45.773, -22.177
9951.202, 45.770, -22.161
9951.568, 45.767, -22.145
9951.935, 45.764, -22.128
9952.301, 45.761, -22.112
9952.667, 45.758, -22.095
9953.033, 45.755, -22.079
9953.399, 45.752, -22.062
9953.766, 45.749, -22.046
9954.132, 45.745, -22.029
9954.498, 45.742, -22.013
9954.864, 45.739, -21.996
9955.230, 45.736, -21.980
9955.597, 45.733, -21.963
9955.963, 45.730, -21.947
9956.329, 45.727, -21.930
9956.695, 45.724, -21.914
9957.062, 45.721, -21.897
9957.428, 45.718, -21.881
9957.794, 45.715, -21.864
9958.160, 45.712, -21.848
9958.526, 45.709, -21.831
9958.893, 45.705, -21.815
9959.259, 45.702, -21.798
9959.625, 45.699, -21.782
9959.991, 45.696, -21.765
9960.357, 45.693, -21.749
9960.724, 45.690, -21.732
9961.090, 45.687, -21.715
9961.456, 45.684, -21.699
9961.822, 45.681, -21.682
9962.188, 45.678, -21.666
9962.555, 45.675, -21.649
9962.921, 45.672, -21.633
9963.287, 45.669, -21.616
9963.653, 45.666, -21.600
9964.020, 45.663, -21.583
9964.386, 45.659, -21.567
9964.752, 45.656, -21.550
9965.118, 45.653, -21.533
9965.484, 45.650, -21.517
9965.851, 45.647, -21.500
9966.217, 45.644, -21.484
9966.583, 45.641, -21.467
9966.949, 45.638, -21.451
9967.315, 45.635, -21.434
9967.682, 45.632, -21.417
9968.048, 45.629, -21.401
9968.414, 45.626, -21.384
9968.780, 45.623, -21.368
9969.146, 45.620, -21.351
9969.513, 45.617, -21.335
9969.879, 45.613, -21.318
9970.245, 45.610, -21.301
9970.611, 45.607, -21.285
9970.978, 45.604, -21.268
9971.344, 45.601, -21.252
9971.710, 45.598, -21.235
9972.076, 45.595, -21.218
9972.442, 45.592, -21.202
9972.809, 45.589, -21.185
9973.175, 45.586, -21.169
9973.541, 45.583, -21.152
9973.907, 45.580, -21.135
9974.273, 45.577, -21.119
9974.640, 45.574, -21.102
9975.006, 45.571, -21.085
9975.372, 45.568, -21.069
9975.738, 45.564, -21.052
9976.104, 45.561, -21.036
9976.471, 45.558, -21.019
9976.837, 45.555, -21.002
9977.203, 45.552, -20.986
9977.569, 45.549, -20.969
9977.936, 45.546, -20.952
9978.302, 45.543, -20.936
9978.668, 45.540, -20.919
9979.034, 45.537, -20.902
9979.400, 45.534, -20.886
9979.767, 45.531, -20.869
9980.133, 45.528, -20.853
9980.499, 45.525, -20.836
9980.865, 45.522, -20.819
9981.231, 45.519, -20.803
9981.598, 45.516, -20.786
9981.964, 45.512, -20.769
9982.330, 45.509, -20.753
9982.696, 45.506, -20.736
9983.062, 45.503, -20.719
9983.429, 45.500, -20.703
9983.795, 45.497, -20.686
9984.161, 45.494, -20.669
9984.527, 45.491, -20.653
9984.894, 45.488, -20.636
9985.260, 45.485, -20.619
9985.626, 45.482, -20.603
9985.992, 45.479, -20.586
9986.358, 45.476, -20.569
9986.725, 45.473, -20.552
9987.091, 45.470, -20.536
9987.457, 45.467, -20.519
9987.823, 45.464, -20.502
9988.189, 45.461, -20.486
9988.556, 45.458, -20.469
9988.922, 45.454, -20.452
9989.288, 45.451, -20.436
9989.654, 45.448, -20.419
9990.021, 45.445, -20.402
9990.387, 45.442, -20.385
9990.753, 45.439, -20.369
9991.119, 45.436, -20.352
9991.486, 45.433, -20.335
9991.853, 45.430, -20.318
9992.219, 45.427, -20.302
9992.585, 45.424, -20.285
9992.951, 45.421, -20.268
9993.317, 45.418, -20.252
9993.684, 45.415, -20.235
9994.050, 45.412, -20.218
9994.416, 45.409, -20.201
9994.782, 45.406, -20.185
9995.148, 45.403, -20.168
9995.515, 45.400, -20.151
9995.881, 45.397, -20.134
9996.247, 45.393, -20.118
9996.613, 45.390, -20.101
9996.979, 45.387, -20.084
9997.346, 45.384, -20.067
9997.712, 45.381, -20.051
