* Measurement data measured by REW V5.19
* Source: ?ó??? (Realtek High Definition Audio, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  With no timing reference
* Dated: 2019-7-30 12:56:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: 七月 30 12:56:35
* Smoothing: 1/6 octave
* Frequency Step: 0.36621654 Hz
* Start Frequency: 1.8310547 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
9364.157, 50.597, -42.809
9364.523, 50.594, -42.801
9364.890, 50.591, -42.793
9365.256, 50.588, -42.785
9365.622, 50.586, -42.777
9365.988, 50.583, -42.769
9366.354, 50.580, -42.761
9366.721, 50.577, -42.753
9367.087, 50.575, -42.745
9367.453, 50.572, -42.737
9367.819, 50.569, -42.729
9368.186, 50.566, -42.721
9368.552, 50.564, -42.713
9368.918, 50.561, -42.705
9369.284, 50.558, -42.697
9369.650, 50.555, -42.689
9370.017, 50.553, -42.681
9370.383, 50.550, -42.673
9370.749, 50.547, -42.665
9371.115, 50.544, -42.657
9371.481, 50.541, -42.649
9371.848, 50.539, -42.641
9372.214, 50.536, -42.633
9372.580, 50.533, -42.625
9372.946, 50.530, -42.617
9373.312, 50.528, -42.608
9373.679, 50.525, -42.600
9374.045, 50.522, -42.592
9374.411, 50.519, -42.584
9374.777, 50.517, -42.576
9375.144, 50.514, -42.568
9375.510, 50.511, -42.560
9375.876, 50.508, -42.551
9376.242, 50.505, -42.543
9376.608, 50.503, -42.535
9376.975, 50.500, -42.527
9377.341, 50.497, -42.519
9377.707, 50.494, -42.510
9378.073, 50.492, -42.502
9378.439, 50.489, -42.494
9378.806, 50.486, -42.486
9379.172, 50.483, -42.478
9379.538, 50.480, -42.469
9379.904, 50.478, -42.461
9380.271, 50.475, -42.453
9380.637, 50.472, -42.445
9381.003, 50.469, -42.436
9381.369, 50.467, -42.428
9381.735, 50.464, -42.420
9382.102, 50.461, -42.411
9382.468, 50.458, -42.403
9382.834, 50.455, -42.395
9383.200, 50.453, -42.387
9383.566, 50.450, -42.378
9383.933, 50.447, -42.370
9384.299, 50.444, -42.362
9384.665, 50.441, -42.353
9385.031, 50.439, -42.345
9385.397, 50.436, -42.337
9385.764, 50.433, -42.328
9386.130, 50.430, -42.320
9386.496, 50.428, -42.311
9386.862, 50.425, -42.303
9387.229, 50.422, -42.295
9387.595, 50.419, -42.286
9387.961, 50.416, -42.278
9388.327, 50.414, -42.269
9388.693, 50.411, -42.261
9389.060, 50.408, -42.253
9389.426, 50.405, -42.244
9389.792, 50.402, -42.236
9390.158, 50.400, -42.227
9390.524, 50.397, -42.219
9390.891, 50.394, -42.210
9391.257, 50.391, -42.202
9391.623, 50.388, -42.193
9391.989, 50.386, -42.185
9392.355, 50.383, -42.176
9392.722, 50.380, -42.168
9393.088, 50.377, -42.159
9393.454, 50.374, -42.151
9393.820, 50.372, -42.142
9394.187, 50.369, -42.134
9394.553, 50.366, -42.125
9394.919, 50.363, -42.117
9395.285, 50.360, -42.108
9395.651, 50.358, -42.099
9396.018, 50.355, -42.091
9396.384, 50.352, -42.082
9396.750, 50.349, -42.074
9397.116, 50.346, -42.065
9397.482, 50.344, -42.056
9397.849, 50.341, -42.048
9398.215, 50.338, -42.039
9398.581, 50.335, -42.031
9398.947, 50.332, -42.022
9399.313, 50.330, -42.013
9399.680, 50.327, -42.005
9400.046, 50.324, -41.996
9400.412, 50.321, -41.987
9400.778, 50.318, -41.979
9401.145, 50.316, -41.970
9401.511, 50.313, -41.961
9401.877, 50.310, -41.953
9402.243, 50.307, -41.944
9402.609, 50.304, -41.935
9402.976, 50.302, -41.927
9403.342, 50.299, -41.918
9403.708, 50.296, -41.909
9404.074, 50.293, -41.900
9404.440, 50.290, -41.892
9404.807, 50.288, -41.883
9405.173, 50.285, -41.874
9405.539, 50.282, -41.865
9405.905, 50.279, -41.857
9406.271, 50.276, -41.848
9406.638, 50.273, -41.839
9407.004, 50.271, -41.830
9407.370, 50.268, -41.821
9407.736, 50.265, -41.813
9408.103, 50.262, -41.804
9408.469, 50.259, -41.795
9408.835, 50.257, -41.786
9409.201, 50.254, -41.777
9409.567, 50.251, -41.768
9409.934, 50.248, -41.760
9410.300, 50.245, -41.751
9410.666, 50.242, -41.742
9411.032, 50.240, -41.733
9411.398, 50.237, -41.724
9411.765, 50.234, -41.715
9412.131, 50.231, -41.706
9412.497, 50.228, -41.697
9412.863, 50.226, -41.688
9413.229, 50.223, -41.680
9413.596, 50.220, -41.671
9413.962, 50.217, -41.662
9414.328, 50.214, -41.653
9414.694, 50.211, -41.644
9415.061, 50.209, -41.635
9415.427, 50.206, -41.626
9415.793, 50.203, -41.617
9416.159, 50.200, -41.608
9416.525, 50.197, -41.599
9416.893, 50.194, -41.590
9417.259, 50.192, -41.581
9417.625, 50.189, -41.572
9417.991, 50.186, -41.563
9418.357, 50.183, -41.554
9418.724, 50.180, -41.545
9419.090, 50.177, -41.536
9419.456, 50.175, -41.527
9419.822, 50.172, -41.518
9420.188, 50.169, -41.509
9420.555, 50.166, -41.500
9420.921, 50.163, -41.490
9421.287, 50.160, -41.481
9421.653, 50.158, -41.472
9422.020, 50.155, -41.463
9422.386, 50.152, -41.454
9422.752, 50.149, -41.445
9423.118, 50.146, -41.436
9423.484, 50.143, -41.427
9423.851, 50.141, -41.418
9424.217, 50.138, -41.409
9424.583, 50.135, -41.399
9424.949, 50.132, -41.390
9425.315, 50.129, -41.381
9425.682, 50.126, -41.372
9426.048, 50.124, -41.363
9426.414, 50.121, -41.354
9426.780, 50.118, -41.344
9427.146, 50.115, -41.335
9427.513, 50.112, -41.326
9427.879, 50.109, -41.317
9428.245, 50.107, -41.308
9428.611, 50.104, -41.298
9428.978, 50.101, -41.289
9429.344, 50.098, -41.280
9429.710, 50.095, -41.271
9430.076, 50.092, -41.261
9430.442, 50.089, -41.252
9430.809, 50.087, -41.243
9431.175, 50.084, -41.234
9431.541, 50.081, -41.224
9431.907, 50.078, -41.215
9432.273, 50.075, -41.206
9432.640, 50.072, -41.196
9433.006, 50.070, -41.187
9433.372, 50.067, -41.178
9433.738, 50.064, -41.168
9434.104, 50.061, -41.159
9434.471, 50.058, -41.150
9434.837, 50.055, -41.140
9435.203, 50.052, -41.131
9435.569, 50.050, -41.122
9435.936, 50.047, -41.112
9436.302, 50.044, -41.103
9436.668, 50.041, -41.094
9437.034, 50.038, -41.084
9437.400, 50.035, -41.075
9437.767, 50.032, -41.065
9438.133, 50.030, -41.056
9438.499, 50.027, -41.047
9438.865, 50.024, -41.037
9439.231, 50.021, -41.028
9439.598, 50.018, -41.018
9439.964, 50.015, -41.009
9440.330, 50.012, -40.999
9440.696, 50.010, -40.990
9441.062, 50.007, -40.980
9441.429, 50.004, -40.971
9441.795, 50.001, -40.962
9442.161, 49.998, -40.952
9442.527, 49.995, -40.943
9442.894, 49.992, -40.933
9443.260, 49.990, -40.924
9443.626, 49.987, -40.914
9443.992, 49.984, -40.904
9444.358, 49.981, -40.895
9444.725, 49.978, -40.885
9445.091, 49.975, -40.876
9445.457, 49.972, -40.866
9445.823, 49.970, -40.857
9446.189, 49.967, -40.847
9446.556, 49.964, -40.838
9446.922, 49.961, -40.828
9447.288, 49.958, -40.818
9447.654, 49.955, -40.809
9448.021, 49.952, -40.799
9448.387, 49.949, -40.790
9448.753, 49.947, -40.780
9449.119, 49.944, -40.770
9449.485, 49.941, -40.761
9449.852, 49.938, -40.751
9450.218, 49.935, -40.741
9450.584, 49.932, -40.732
9450.950, 49.929, -40.722
9451.316, 49.927, -40.713
9451.683, 49.924, -40.703
9452.049, 49.921, -40.693
9452.415, 49.918, -40.683
9452.781, 49.915, -40.674
9453.147, 49.912, -40.664
9453.514, 49.909, -40.654
9453.880, 49.906, -40.645
9454.246, 49.904, -40.635
9454.612, 49.901, -40.625
9454.979, 49.898, -40.615
9455.345, 49.895, -40.606
9455.711, 49.892, -40.596
9456.077, 49.889, -40.586
9456.443, 49.886, -40.576
9456.810, 49.883, -40.567
9457.176, 49.881, -40.557
9457.542, 49.878, -40.547
9457.908, 49.875, -40.537
9458.274, 49.872, -40.528
9458.641, 49.869, -40.518
9459.007, 49.866, -40.508
9459.373, 49.863, -40.498
9459.739, 49.860, -40.488
9460.105, 49.857, -40.478
9460.472, 49.855, -40.469
9460.838, 49.852, -40.459
9461.204, 49.849, -40.449
9461.570, 49.846, -40.439
9461.937, 49.843, -40.429
9462.303, 49.840, -40.419
9462.669, 49.837, -40.409
9463.035, 49.834, -40.399
9463.401, 49.832, -40.390
9463.768, 49.829, -40.380
9464.134, 49.826, -40.370
9464.500, 49.823, -40.360
9464.866, 49.820, -40.350
9465.232, 49.817, -40.340
9465.599, 49.814, -40.330
9465.965, 49.811, -40.320
9466.331, 49.808, -40.310
9466.697, 49.806, -40.300
9467.063, 49.803, -40.290
9467.430, 49.800, -40.280
9467.796, 49.797, -40.270
9468.162, 49.794, -40.260
9468.528, 49.791, -40.250
9468.895, 49.788, -40.240
9469.261, 49.785, -40.230
9469.627, 49.782, -40.220
9469.993, 49.780, -40.210
9470.359, 49.777, -40.200
9470.726, 49.774, -40.190
9471.092, 49.771, -40.180
9471.458, 49.768, -40.170
9471.824, 49.765, -40.160
9472.190, 49.762, -40.150
9472.557, 49.759, -40.140
9472.923, 49.756, -40.130
9473.289, 49.753, -40.120
9473.655, 49.751, -40.110
9474.021, 49.748, -40.100
9474.388, 49.745, -40.089
9474.754, 49.742, -40.079
9475.120, 49.739, -40.069
9475.486, 49.736, -40.059
9475.853, 49.733, -40.049
9476.219, 49.730, -40.039
9476.585, 49.727, -40.029
9476.951, 49.724, -40.019
9477.317, 49.722, -40.008
9477.684, 49.719, -39.998
9478.050, 49.716, -39.988
9478.416, 49.713, -39.978
9478.782, 49.710, -39.968
9479.148, 49.707, -39.957
9479.515, 49.704, -39.947
9479.881, 49.701, -39.937
9480.247, 49.698, -39.927
9480.613, 49.695, -39.917
9480.980, 49.693, -39.906
9481.347, 49.690, -39.896
9481.713, 49.687, -39.886
9482.079, 49.684, -39.876
9482.445, 49.681, -39.865
9482.812, 49.678, -39.855
9483.178, 49.675, -39.845
9483.544, 49.672, -39.835
9483.910, 49.669, -39.824
9484.276, 49.666, -39.814
9484.643, 49.663, -39.804
9485.009, 49.661, -39.793
9485.375, 49.658, -39.783
9485.741, 49.655, -39.773
9486.107, 49.652, -39.762
9486.474, 49.649, -39.752
9486.840, 49.646, -39.742
9487.206, 49.643, -39.731
9487.572, 49.640, -39.721
9487.938, 49.637, -39.711
9488.305, 49.634, -39.700
9488.671, 49.631, -39.690
9489.037, 49.629, -39.680
9489.403, 49.626, -39.669
9489.770, 49.623, -39.659
9490.136, 49.620, -39.648
9490.502, 49.617, -39.638
9490.868, 49.614, -39.628
9491.234, 49.611, -39.617
9491.601, 49.608, -39.607
9491.967, 49.605, -39.596
9492.333, 49.602, -39.586
9492.699, 49.599, -39.575
9493.065, 49.596, -39.565
9493.432, 49.594, -39.554
9493.798, 49.591, -39.544
9494.164, 49.588, -39.534
9494.530, 49.585, -39.523
9494.896, 49.582, -39.513
9495.263, 49.579, -39.502
9495.629, 49.576, -39.492
9495.995, 49.573, -39.481
9496.361, 49.570, -39.471
9496.728, 49.567, -39.460
9497.094, 49.564, -39.449
9497.460, 49.561, -39.439
9497.826, 49.558, -39.428
9498.192, 49.556, -39.418
9498.559, 49.553, -39.407
9498.925, 49.550, -39.397
9499.291, 49.547, -39.386
9499.657, 49.544, -39.376
9500.023, 49.541, -39.365
9500.390, 49.538, -39.354
9500.756, 49.535, -39.344
9501.122, 49.532, -39.333
9501.488, 49.529, -39.323
9501.854, 49.526, -39.312
9502.221, 49.523, -39.301
9502.587, 49.520, -39.291
9502.953, 49.518, -39.280
9503.319, 49.515, -39.269
9503.686, 49.512, -39.259
9504.052, 49.509, -39.248
9504.418, 49.506, -39.237
9504.784, 49.503, -39.227
9505.150, 49.500, -39.216
9505.517, 49.497, -39.205
9505.883, 49.494, -39.195
9506.249, 49.491, -39.184
9506.615, 49.488, -39.173
9506.981, 49.485, -39.163
9507.348, 49.482, -39.152
9507.714, 49.479, -39.141
9508.080, 49.476, -39.130
9508.446, 49.474, -39.120
9508.812, 49.471, -39.109
9509.179, 49.468, -39.098
9509.545, 49.465, -39.088
9509.911, 49.462, -39.077
9510.277, 49.459, -39.066
9510.644, 49.456, -39.055
9511.010, 49.453, -39.044
9511.376, 49.450, -39.034
9511.742, 49.447, -39.023
9512.108, 49.444, -39.012
9512.475, 49.441, -39.001
9512.841, 49.438, -38.990
9513.207, 49.435, -38.980
9513.573, 49.432, -38.969
9513.939, 49.429, -38.958
9514.306, 49.427, -38.947
9514.672, 49.424, -38.936
9515.038, 49.421, -38.925
9515.404, 49.418, -38.914
9515.771, 49.415, -38.904
9516.137, 49.412, -38.893
9516.503, 49.409, -38.882
9516.869, 49.406, -38.871
9517.235, 49.403, -38.860
9517.602, 49.400, -38.849
9517.968, 49.397, -38.838
9518.334, 49.394, -38.827
9518.700, 49.391, -38.816
9519.066, 49.388, -38.805
9519.433, 49.385, -38.795
9519.799, 49.382, -38.784
9520.165, 49.379, -38.773
9520.531, 49.376, -38.762
9520.897, 49.374, -38.751
9521.264, 49.371, -38.740
9521.630, 49.368, -38.729
9521.996, 49.365, -38.718
9522.362, 49.362, -38.707
9522.729, 49.359, -38.696
9523.095, 49.356, -38.685
9523.461, 49.353, -38.674
9523.827, 49.350, -38.663
9524.193, 49.347, -38.652
9524.560, 49.344, -38.641
9524.926, 49.341, -38.630
9525.292, 49.338, -38.619
9525.658, 49.335, -38.608
9526.024, 49.332, -38.597
9526.391, 49.329, -38.585
9526.757, 49.326, -38.574
9527.123, 49.323, -38.563
9527.489, 49.320, -38.552
9527.855, 49.317, -38.541
9528.222, 49.314, -38.530
9528.588, 49.312, -38.519
9528.954, 49.309, -38.508
9529.320, 49.306, -38.497
9529.687, 49.303, -38.486
9530.053, 49.300, -38.474
9530.419, 49.297, -38.463
9530.785, 49.294, -38.452
9531.151, 49.291, -38.441
9531.518, 49.288, -38.430
9531.884, 49.285, -38.419
9532.250, 49.282, -38.408
9532.616, 49.279, -38.396
9532.982, 49.276, -38.385
9533.349, 49.273, -38.374
9533.715, 49.270, -38.363
9534.081, 49.267, -38.352
9534.447, 49.264, -38.340
9534.813, 49.261, -38.329
9535.180, 49.258, -38.318
9535.546, 49.255, -38.307
9535.912, 49.252, -38.296
9536.278, 49.249, -38.284
9536.645, 49.246, -38.273
9537.011, 49.243, -38.262
9537.377, 49.241, -38.251
9537.743, 49.238, -38.239
9538.109, 49.235, -38.228
9538.476, 49.232, -38.217
9538.842, 49.229, -38.206
9539.208, 49.226, -38.194
9539.574, 49.223, -38.183
9539.940, 49.220, -38.172
9540.307, 49.217, -38.160
9540.673, 49.214, -38.149
9541.039, 49.211, -38.138
9541.405, 49.208, -38.126
9541.771, 49.205, -38.115
9542.138, 49.202, -38.104
9542.504, 49.199, -38.092
9542.870, 49.196, -38.081
9543.236, 49.193, -38.070
9543.603, 49.190, -38.058
9543.969, 49.187, -38.047
9544.335, 49.184, -38.036
9544.702, 49.181, -38.024
9545.068, 49.178, -38.013
9545.435, 49.175, -38.001
9545.801, 49.172, -37.990
9546.167, 49.169, -37.979
9546.533, 49.166, -37.967
9546.899, 49.163, -37.956
9547.266, 49.160, -37.944
9547.632, 49.157, -37.933
9547.998, 49.154, -37.921
9548.364, 49.151, -37.910
9548.730, 49.148, -37.898
9549.097, 49.145, -37.887
9549.463, 49.143, -37.875
9549.829, 49.140, -37.864
9550.195, 49.137, -37.853
9550.562, 49.134, -37.841
9550.928, 49.131, -37.830
9551.294, 49.128, -37.818
9551.660, 49.125, -37.807
9552.026, 49.122, -37.795
9552.393, 49.119, -37.784
9552.759, 49.116, -37.772
9553.125, 49.113, -37.760
9553.491, 49.110, -37.749
9553.857, 49.107, -37.737
9554.224, 49.104, -37.726
9554.590, 49.101, -37.714
9554.956, 49.098, -37.703
9555.322, 49.095, -37.691
9555.688, 49.092, -37.680
9556.055, 49.089, -37.668
9556.421, 49.086, -37.656
9556.787, 49.083, -37.645
9557.153, 49.080, -37.633
9557.520, 49.077, -37.622
9557.886, 49.074, -37.610
9558.252, 49.071, -37.598
9558.618, 49.068, -37.587
9558.984, 49.065, -37.575
9559.351, 49.062, -37.563
9559.717, 49.059, -37.552
9560.083, 49.056, -37.540
9560.449, 49.053, -37.529
9560.815, 49.050, -37.517
9561.182, 49.047, -37.505
9561.548, 49.044, -37.494
9561.914, 49.041, -37.482
9562.280, 49.038, -37.470
9562.646, 49.035, -37.458
9563.013, 49.032, -37.447
9563.379, 49.029, -37.435
9563.745, 49.026, -37.423
9564.111, 49.023, -37.412
9564.478, 49.020, -37.400
9564.844, 49.017, -37.388
9565.210, 49.014, -37.376
9565.576, 49.011, -37.365
9565.942, 49.008, -37.353
9566.309, 49.005, -37.341
9566.675, 49.002, -37.329
9567.041, 48.999, -37.318
9567.407, 48.996, -37.306
9567.773, 48.993, -37.294
9568.140, 48.990, -37.282
9568.506, 48.987, -37.271
9568.872, 48.984, -37.259
9569.238, 48.981, -37.247
9569.604, 48.978, -37.235
9569.971, 48.975, -37.223
9570.337, 48.972, -37.211
9570.703, 48.969, -37.200
9571.069, 48.966, -37.188
9571.436, 48.963, -37.176
9571.802, 48.960, -37.164
9572.168, 48.957, -37.152
9572.534, 48.954, -37.140
9572.900, 48.951, -37.128
9573.267, 48.948, -37.117
9573.633, 48.945, -37.105
9573.999, 48.942, -37.093
9574.365, 48.939, -37.081
9574.731, 48.936, -37.069
9575.098, 48.933, -37.057
9575.464, 48.930, -37.045
9575.830, 48.927, -37.033
9576.196, 48.924, -37.021
9576.562, 48.921, -37.009
9576.929, 48.918, -36.997
9577.295, 48.915, -36.985
9577.661, 48.912, -36.974
9578.027, 48.909, -36.962
9578.394, 48.906, -36.950
9578.760, 48.903, -36.938
9579.126, 48.900, -36.926
9579.492, 48.897, -36.914
9579.858, 48.894, -36.902
9580.225, 48.891, -36.890
9580.591, 48.888, -36.878
9580.957, 48.885, -36.866
9581.323, 48.882, -36.854
9581.689, 48.879, -36.842
9582.056, 48.876, -36.830
9582.422, 48.873, -36.818
9582.788, 48.870, -36.806
9583.154, 48.867, -36.794
9583.521, 48.864, -36.781
9583.887, 48.861, -36.769
9584.253, 48.858, -36.757
9584.619, 48.855, -36.745
9584.985, 48.852, -36.733
9585.352, 48.849, -36.721
9585.718, 48.846, -36.709
9586.084, 48.843, -36.697
9586.450, 48.840, -36.685
9586.816, 48.837, -36.673
9587.183, 48.834, -36.661
9587.549, 48.831, -36.649
9587.915, 48.828, -36.636
9588.281, 48.825, -36.624
9588.647, 48.822, -36.612
9589.014, 48.819, -36.600
9589.380, 48.816, -36.588
9589.746, 48.813, -36.576
9590.112, 48.810, -36.564
9590.479, 48.807, -36.551
9590.845, 48.804, -36.539
9591.211, 48.801, -36.527
9591.577, 48.798, -36.515
9591.943, 48.795, -36.503
9592.310, 48.792, -36.490
9592.676, 48.789, -36.478
9593.042, 48.786, -36.466
9593.408, 48.783, -36.454
9593.774, 48.780, -36.442
9594.141, 48.777, -36.429
9594.507, 48.774, -36.417
9594.873, 48.771, -36.405
9595.239, 48.768, -36.393
9595.605, 48.765, -36.380
9595.972, 48.762, -36.368
9596.338, 48.759, -36.356
9596.704, 48.756, -36.344
9597.070, 48.753, -36.331
9597.437, 48.750, -36.319
9597.803, 48.747, -36.307
9598.169, 48.744, -36.295
9598.535, 48.741, -36.282
9598.901, 48.738, -36.270
9599.268, 48.735, -36.258
9599.634, 48.732, -36.245
9600.000, 48.729, -36.233
9600.366, 48.726, -36.221
9600.732, 48.723, -36.208
9601.099, 48.720, -36.196
9601.465, 48.717, -36.184
9601.831, 48.714, -36.171
9602.197, 48.711, -36.159
9602.563, 48.708, -36.147
9602.930, 48.705, -36.134
9603.296, 48.702, -36.122
9603.662, 48.699, -36.109
9604.028, 48.696, -36.097
9604.395, 48.693, -36.085
9604.761, 48.690, -36.072
9605.127, 48.687, -36.060
9605.493, 48.684, -36.047
9605.859, 48.681, -36.035
9606.226, 48.678, -36.023
9606.592, 48.675, -36.010
9606.958, 48.672, -35.998
9607.324, 48.669, -35.985
9607.690, 48.665, -35.973
9608.057, 48.662, -35.960
9608.424, 48.659, -35.948
9608.790, 48.656, -35.936
9609.156, 48.653, -35.923
9609.522, 48.650, -35.911
9609.889, 48.647, -35.898
9610.255, 48.644, -35.886
9610.621, 48.641, -35.873
9610.987, 48.638, -35.861
9611.354, 48.635, -35.848
9611.720, 48.632, -35.836
9612.086, 48.629, -35.823
9612.452, 48.626, -35.811
9612.818, 48.623, -35.798
9613.185, 48.620, -35.786
9613.551, 48.617, -35.773
9613.917, 48.614, -35.760
9614.283, 48.611, -35.748
9614.649, 48.608, -35.735
9615.016, 48.605, -35.723
9615.382, 48.602, -35.710
9615.748, 48.599, -35.698
9616.114, 48.596, -35.685
9616.480, 48.593, -35.672
9616.847, 48.590, -35.660
9617.213, 48.587, -35.647
9617.579, 48.584, -35.635
9617.945, 48.581, -35.622
9618.312, 48.578, -35.609
9618.678, 48.575, -35.597
9619.044, 48.572, -35.584
9619.410, 48.569, -35.572
9619.776, 48.566, -35.559
9620.143, 48.563, -35.546
9620.509, 48.559, -35.534
9620.875, 48.556, -35.521
9621.241, 48.553, -35.508
9621.607, 48.550, -35.496
9621.974, 48.547, -35.483
9622.340, 48.544, -35.470
9622.706, 48.541, -35.458
9623.072, 48.538, -35.445
9623.438, 48.535, -35.432
9623.805, 48.532, -35.419
9624.171, 48.529, -35.407
9624.537, 48.526, -35.394
9624.903, 48.523, -35.381
9625.270, 48.520, -35.369
9625.636, 48.517, -35.356
9626.002, 48.514, -35.343
9626.368, 48.511, -35.330
9626.734, 48.508, -35.318
9627.101, 48.505, -35.305
9627.467, 48.502, -35.292
9627.833, 48.499, -35.279
9628.199, 48.496, -35.267
9628.565, 48.493, -35.254
9628.932, 48.490, -35.241
9629.298, 48.487, -35.228
9629.664, 48.484, -35.215
9630.030, 48.481, -35.203
9630.396, 48.477, -35.190
9630.763, 48.474, -35.177
9631.129, 48.471, -35.164
9631.495, 48.468, -35.151
9631.861, 48.465, -35.139
9632.228, 48.462, -35.126
9632.594, 48.459, -35.113
9632.960, 48.456, -35.100
9633.326, 48.453, -35.087
9633.692, 48.450, -35.074
9634.059, 48.447, -35.062
9634.425, 48.444, -35.049
9634.791, 48.441, -35.036
9635.157, 48.438, -35.023
9635.523, 48.435, -35.010
9635.890, 48.432, -34.997
9636.256, 48.429, -34.984
9636.622, 48.426, -34.971
9636.988, 48.423, -34.958
9637.354, 48.420, -34.945
9637.721, 48.417, -34.933
9638.087, 48.414, -34.920
9638.453, 48.411, -34.907
9638.819, 48.408, -34.894
9639.186, 48.404, -34.881
9639.552, 48.401, -34.868
9639.918, 48.398, -34.855
9640.284, 48.395, -34.842
9640.650, 48.392, -34.829
9641.017, 48.389, -34.816
9641.383, 48.386, -34.803
9641.749, 48.383, -34.790
9642.115, 48.380, -34.777
9642.481, 48.377, -34.764
9642.848, 48.374, -34.751
9643.214, 48.371, -34.738
9643.580, 48.368, -34.725
9643.946, 48.365, -34.712
9644.312, 48.362, -34.699
9644.679, 48.359, -34.686
9645.045, 48.356, -34.673
9645.411, 48.353, -34.660
9645.777, 48.350, -34.647
9646.144, 48.347, -34.634
9646.510, 48.343, -34.621
9646.876, 48.340, -34.608
9647.242, 48.337, -34.595
9647.608, 48.334, -34.582
9647.975, 48.331, -34.568
9648.341, 48.328, -34.555
9648.707, 48.325, -34.542
9649.073, 48.322, -34.529
9649.439, 48.319, -34.516
9649.806, 48.316, -34.503
9650.172, 48.313, -34.490
9650.538, 48.310, -34.477
9650.904, 48.307, -34.464
9651.271, 48.304, -34.451
9651.637, 48.301, -34.437
9652.003, 48.298, -34.424
9652.369, 48.295, -34.411
9652.735, 48.292, -34.398
9653.102, 48.289, -34.385
9653.468, 48.285, -34.372
9653.834, 48.282, -34.359
9654.200, 48.279, -34.345
9654.566, 48.276, -34.332
9654.933, 48.273, -34.319
9655.299, 48.270, -34.306
9655.665, 48.267, -34.293
9656.031, 48.264, -34.279
9656.397, 48.261, -34.266
9656.764, 48.258, -34.253
9657.130, 48.255, -34.240
9657.496, 48.252, -34.227
9657.862, 48.249, -34.213
9658.229, 48.246, -34.200
9658.595, 48.243, -34.187
9658.961, 48.240, -34.174
9659.327, 48.237, -34.160
9659.693, 48.234, -34.147
9660.060, 48.230, -34.134
9660.426, 48.227, -34.121
9660.792, 48.224, -34.107
9661.158, 48.221, -34.094
9661.524, 48.218, -34.081
9661.891, 48.215, -34.068
9662.257, 48.212, -34.054
9662.623, 48.209, -34.041
9662.989, 48.206, -34.028
9663.355, 48.203, -34.014
9663.722, 48.200, -34.001
9664.088, 48.197, -33.988
9664.454, 48.194, -33.974
9664.820, 48.191, -33.961
9665.187, 48.188, -33.948
9665.553, 48.185, -33.934
9665.919, 48.181, -33.921
9666.285, 48.178, -33.908
9666.651, 48.175, -33.894
9667.018, 48.172, -33.881
9667.384, 48.169, -33.868
9667.750, 48.166, -33.854
9668.116, 48.163, -33.841
9668.482, 48.160, -33.827
9668.849, 48.157, -33.814
9669.215, 48.154, -33.801
9669.581, 48.151, -33.787
9669.947, 48.148, -33.774
9670.313, 48.145, -33.760
9670.680, 48.142, -33.747
9671.046, 48.139, -33.734
9671.412, 48.136, -33.720
9671.778, 48.132, -33.707
9672.145, 48.129, -33.693
9672.512, 48.126, -33.680
9672.878, 48.123, -33.666
9673.244, 48.120, -33.653
9673.610, 48.117, -33.639
9673.977, 48.114, -33.626
9674.343, 48.111, -33.613
9674.709, 48.108, -33.599
9675.075, 48.105, -33.586
9675.441, 48.102, -33.572
9675.808, 48.099, -33.559
9676.174, 48.096, -33.545
9676.540, 48.093, -33.532
9676.906, 48.090, -33.518
9677.272, 48.086, -33.505
9677.639, 48.083, -33.491
9678.005, 48.080, -33.478
9678.371, 48.077, -33.464
9678.737, 48.074, -33.450
9679.104, 48.071, -33.437
9679.470, 48.068, -33.423
9679.836, 48.065, -33.410
9680.202, 48.062, -33.396
9680.568, 48.059, -33.383
9680.935, 48.056, -33.369
9681.301, 48.053, -33.356
9681.667, 48.050, -33.342
9682.033, 48.047, -33.328
9682.399, 48.043, -33.315
9682.766, 48.040, -33.301
9683.132, 48.037, -33.288
9683.498, 48.034, -33.274
9683.864, 48.031, -33.260
9684.230, 48.028, -33.247
9684.597, 48.025, -33.233
9684.963, 48.022, -33.220
9685.329, 48.019, -33.206
9685.695, 48.016, -33.192
9686.062, 48.013, -33.179
9686.428, 48.010, -33.165
9686.794, 48.007, -33.151
9687.160, 48.004, -33.138
9687.526, 48.000, -33.124
9687.893, 47.997, -33.110
9688.259, 47.994, -33.097
9688.625, 47.991, -33.083
9688.991, 47.988, -33.069
9689.357, 47.985, -33.056
9689.724, 47.982, -33.042
9690.090, 47.979, -33.028
9690.456, 47.976, -33.015
9690.822, 47.973, -33.001
9691.188, 47.970, -32.987
9691.555, 47.967, -32.974
9691.921, 47.964, -32.960
9692.287, 47.960, -32.946
9692.653, 47.957, -32.932
9693.020, 47.954, -32.919
9693.386, 47.951, -32.905
9693.752, 47.948, -32.891
9694.118, 47.945, -32.877
9694.484, 47.942, -32.864
9694.851, 47.939, -32.850
9695.217, 47.936, -32.836
9695.583, 47.933, -32.822
9695.949, 47.930, -32.809
9696.315, 47.927, -32.795
9696.682, 47.924, -32.781
9697.048, 47.920, -32.767
9697.414, 47.917, -32.753
9697.780, 47.914, -32.740
9698.146, 47.911, -32.726
9698.513, 47.908, -32.712
9698.879, 47.905, -32.698
9699.245, 47.902, -32.684
